QGC WPL 110
0	1	0	16	0	0	0	0	55.6472150	37.5162284	0.000000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.500000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64715020	37.51638090	1.500000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64717170	37.51640970	1.500000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64721220	37.51631430	1.500000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64723740	37.51630800	1.500000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64724550	37.51628900	1.500000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64726700	37.51631770	1.500000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64722920	37.51640670	1.500000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64725070	37.51643550	1.500000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64725790	37.51644500	1.500000	1
11	0	3	93	3.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
12	0	3	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
13	0	3	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
14	0	3	183	5.00000000	1800.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
15	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64727050	37.51644190	1.500000	1
16	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64729200	37.51647060	1.500000	1
17	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64732980	37.51638160	1.500000	1
18	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
